разбрасывать	разбрасывать \n1.   ала́жвжвара   [разбрасывать   где попало   что ] \n2.   амцIпсара́   [разбрасывать   кого-что ] \n3.   амцIпссара́   [разбрасывать   кого-что ] \n4.   гIа́квпсара   [разбрасывать   (по поверхности чего-л.)   что ] ачгIвычаква ачвартагьвы йгIаквпсара бросить вещи на кровать \n5.   гIа́лапсара   [разбрасывать   (по поверхности чего-л.)   что ] \n6.   гIа́ларшвшвара   [разбрасывать   (по поверхности какой-л. массы)   что ] анышв шыхв гIаларшвшвара разбросать солому по глине \n7.   хъы́лапсара ачва хъылапсара разбросать сено \n8.   чвцIара́   [разбрасывать   (напр. для сушки)   что ] ачвайдза чвцIара разбросать траву для сушки   
разбрызгиваться	разбрызгиваться \n1.   амцIтIтIара́   [разбрызгиваться   (о грязи) ]   
разгон	\nI разгон \n1.   амцIцара разгон демонстрантов полицейскими адемонстрация йалу аполицаквала йамцIцара   
грабитель	грабитель \n1.   амцIчIвагIвы́ \n2.   хIвы́нчIагIв   
варвар	варвар \n1.   ва́рвар   * (заимствовано из русского) афашист варварква фашистские варвары   \nI варвар \n1.   гIвычIвгIвыс швыр \n2.   амцIчIвагIвы \n3.   зальмагIахагIв   
похищать	похищать \n1.   а́мцIчIвара   [похищать   что у кого ] \n2.   ахъа́сра   [похищать   (беря сверху)   что ]   
разбор	разбор \n1.   амцIчIвара́   
разбрызгивать	разбрызгивать \n1.   амцIыртIтIара́   [разбрызгивать   (напр. грязь)   что ] \n2.   хъы́лачвара   [разбрызгивать   что ]   
разборка	разборка \n1.   амцIы́хра \n2.   ахъых-ацIы́хра   
разбредаться	разбредаться \n1.   амцIы́цIра хъатамата амцIыцIра разбрестись в разные стороны хIпынквала хIамцIыцIхтI мы разошлись по домам   
роспуск	\nI роспуск \n1.   амцIыщтхра роспуск парламента апарламент амцIыщтхра   
погодный	\nI погодный \n1.   амш \n2.   гIамта погодные условия амш аъащаква   
пресный	пресный \n1.   амща́   
пресность	пресность \n1.   амща́ра   
после	после \n1.   а́мщтахь   [после   за ] апша амщтахь аква гIалагатI после ветра начался дождь апхъа йара дщти, ауи амщтахь уара уца сначала его пошли, а затем иди сам \n2.   уадыргIва́на апхъа ухъвыцта, уадыргIвана йхIва сначала подумай, потом скажи уадыргIвана йуасхIвхпI после скажу \n3.   уацIы́хъван   
прилунение	\nI прилунение \n1.   амыз аквчIвара   
разнимать	разнимать \n1.   адцара́   [разнимать   кого ] \n2.   амы́хра   [разнимать   (дерущихся) ]   
родительский	родительский \n1.   аны-а́ба аны-аба айззара родительское собрание   \nI родительский \n1.   ан-аба родительское собрание ан-абачва райззара родительский комитет ан-абачва комитет   
ногайцы	\nI ногайцы \n1.   анагIвайква   
выражение	выражение \n1.   пшы́ща   [выражение   (глаз, лица) ] \n2.   хIва́ща йгвынгIвырам хIваща непонятное выражение   \nI выражение \n1.   анадзара \n2.   зъара йнадзауа выражение стоимости в деньгах ахча пхьадзарала ахв зъара йнадзауа   
отсталость	\nI отсталость \n1.   анадзара накъвызлара \n2.   гIахьшвара отсталость колониальных стран аколония къральква рнадзара накъвызлара   
попечение	попечение \n1.   анама́т асаби анаматта дуыститI оставляю своего ребёнка на твоё попечение   
немцы	\nI немцы \n1.   анамыцаква   * (заимствовано из русского)   
ананас	ананас \n1.   анана́с   * (заимствовано из русского)   [ананас   (дерево и плод) ]   
ананасный	ананасный \n1.   анана́с   * (заимствовано из русского) ананас быгъьква ананасные листья   
народничество	народничество \n1.   наро́дничества   * (заимствовано из русского)   \nI народничество \n1.   анародникква   * (заимствовано из русского)   
анархизм	анархизм \n1.   анархи́зм   * (заимствовано из русского)   \nI анархизм \n1.   анархизм   * (заимствовано из русского)   
анархистский	\nI анархистский и анархический \n1.   анархист   * (заимствовано из русского) \n2.   анархизм   * (заимствовано из русского) \n3.   анархия   * (заимствовано из русского) анархистские взгляды анархия хъвыцщаква анархистские идеи анархия идеяква анархистское течение анархия нархара   
анархия	анархия \n1.   ана́рхия   * (заимствовано из русского)   \nI анархия \n1.   анархия   * (заимствовано из русского) \n2.   властыдара   * (заимствовано из русского) анархия капиталистического производства акапиталист рхарджьра авластыдара   
анатомия	анатомия \n1.   анато́мия   * (заимствовано из русского)   
анатомический	анатомический \n1.   анато́мия   * (заимствовано из русского) анатомия театр анатомический театр   
антинаучный	\nI антинаучный \n1.   анаука йапшIагылуа   * (заимствовано из русского) \n2.   анаука йазарару   * (заимствовано из русского) \n3.   наукара злам   * (заимствовано из русского) антинаучная теория анаука йазарару теория   
анахронизм	\nI анахронизм \n1.   анахронизм   * (заимствовано из русского)   (уыжвгIанчIви заман йаквыргIапсым хабза)   
антинациональный	\nI антинациональный \n1.   анация йапшIагылуа   * (заимствовано из русского) \n2.   анация агIальаматра йагъу   * (заимствовано из русского) \n3.   аугIахъа йырквцIам \n4.   аугIахъа ргIальаматраква йрагъу антинациональная политика марионеточных правительств аугIахъа ргIалъаматраква йрагъу амарионетка правительстваква рполитика   
погреб	погреб \n1.   анба́хта   (диалект: ащхъарауа) \n2.   шIу́на   
статный	статный \n1.   ангIа́л пкъы ангIал статная фигура \n2.   къвада́н чIкIвын къвадан статный юноша \n3.   хвхва́ чкIвын хвхва статный юноша \n4.   цIа́гIв пыкъ цIагIв статная фигура   
договариваться	договариваться \n1.   агвынгIвра́ \n2.   а́нгIалра   [договариваться   с кем ] \n3.   ангIа́лра   [договариваться   между собой ] \n4.   гвынгIвра́   [договариваться   с кем ]   
договор	договор \n1.   ангIа́лра мамыр ангIалра мирный договор   \nI договор \n1.   договор   * (заимствовано из русского) \n2.   ангIалра договор о дружбе, сотрудничестве и взаимной помощи айгвара, ацынхара-ацацхърыгIара руысла ацгIалра договор о нераспространении ядерного оружия ядро абджьар штшамцIнамыргахушла ангIалра договор о всеобщем и полном разоружении зымгIвагьи гIацIанакIуата йгьи абгата абджьар зымгIва шыквххушла ангIалра договор о ненападении гвыквымсрала ангIалра   
контрактация	контрактация \n1.   контракта́ция   * (заимствовано из русского)   \nI контрактация \n1.   контракт адычпалра   * (заимствовано из русского) \n2.   ангIалра адычпалра   
ожесточенный	\nI ожесточенный \n1.   ангIалра змам \n2.   мчы ожесточенная классовая борьба ангIалра змам класс абакIра   
аккордный	\nI аккордный \n1.   ангIалрала нхара аккордная оплата труда ангIалрала хвы ззыртиуа нхара аккордная работа ангIалрала йдырхъйауа нхара   
мириться	мириться \n1.   а́нгIалхра   [мириться   с кем ] \n2.   ангIа́лхра   [мириться   друг с другом ] \n3.   гвынгIвра́   [мириться   с кем ]   
ветер	ветер \n1.   ангIа́ра   [ветер   западный ] ангIара гIаситI дует западный ветер \n2.   башта́у   [ветер   восточный ] абаштау гIаситI дует восточный ветер \n3.   пша́ гIапын пша весенний ветер апша гIаситI ветер дует апша кIаупсарыквын, буран гIаухыхпI посл.  посеешь ветер - пожнёшь бурю \n4.   пшы́хь   [ветер   холодный, прохладный ] пшыхь гIвнарысра проветривать, проветрить  что апещ пшыхь гIвнарысра проветрить комнату \n5.   хъвы́жь   [ветер   горный ]   
наносить	наносить \n1.   ангIвы́лра   [наносить   (надпись) ]   
надпись	надпись \n1.   ангIвы́лра   [надпись   (напр. на камне) ]   
англичанин	англичанин \n1.   англича́н   * (заимствовано из русского) англичан хъацIа англичанин англичан пхIвыс англичанка   
англичанка	англичанка \n1.   англича́нка   * (заимствовано из русского)   
английский	английский \n1.   ангьльы́з ангьльыз бызшва английский язык   \nI английский \n1.   англия   * (заимствовано из русского) \n2.   ангьльыз   * (заимствовано из русского) английский язык\nа)  англия бызшва\nб)  ангьльыз бызшва   
англичане	\nI англичане \n1.   ангьльызква   * (заимствовано из русского) \n2.   Англия абзазагIвчва   * (заимствовано из русского)   
канава	канава \n1.   анда́кь   
коровяк	коровяк \n1.   андзыш Verbascum L. \n2.   андзышхIагIа Verbascum tharsiforme Schrad. [коровяк  высокий ] \n3.   андзышбаба Verbascum laxum Filar et Jav. [коровяк  раскидистый ] \n4.   мышвлымхIа Verdascum phlomoides L. [коровяк  лекарственный ] \n5.   трыквхъвшв   Уапшы   андзыш Verbascum thapsus L. [коровяк  обыкновенный ] \n6.   чвыцIыхъва   Уапшы   андзыш Verbascum L.   
андийский	\nI андийский \n1.   андий   * (заимствовано из русского) андийский язык андий бызшва   
андийцы	\nI андийцы \n1.   андийква   * (заимствовано из русского)   
бабушка	бабушка \n1.   анду́ анду лан прабабушка  букв.   мать большой матери анду лаба прадед  букв.   отец большой матери   
скрипка	скрипка \n1.   анду́ \nII   [скрипка   горская   (старинный музыкальный инструмент) ] \n2.   скри́пка   * (заимствовано из русского) скрипка асра играть на скрипке   
девясил	девясил \n1.   андыдз   Уапшы   андыза Jnula helenium L. [девясил  высокий ] \n2.   андыза Jnula helenium L. [девясил  высокий ] \n3.   андызхъаду   Уапшы   хъамартан Jnula grandiflora Willd. [девясил  крупно-цветковый ] \n4.   гIвбзихъвш   Уапшы   андыза Jnula helenium L. [девясил  высокий ] \n5.   къвуйхIвра   Уапшы   андыдз Jnula helenium L. [девясил  высокий ] \n6.   сабихIвра   Уапшы   андыза Jnula helenium L. [девясил  высокий ] \n7.   хъагIважь   Уапшы   чайхIвра Jnula ensifolia L. [девясил  мечелистый ] \n8.   хъамартан Jnula grandiflora Willd. [девясил  крупноцветковый ] \n9.   чайхIвра   * (заимствовано из русского) Jnula ensifolia L. [девясил  мечелистый ]   
негр	\nI негр \n1.   анегрква   * (заимствовано из русского)   
ненцы	\nI ненцы \n1.   аненцква   * (заимствовано из русского)   
нивхи	\nI нивхи \n1.   анивхква   * (заимствовано из русского)   
нидерландцы	\nI нидерландцы \n1.   анидерландква   * (заимствовано из русского) \n2.   Нидерланд абзазагIвчва   * (заимствовано из русского)   
встречаться	встречаться \n1.   абабара́   [встречаться   друг с другом ] агIвайшвчва гьабабум, йашIашIпсгIитI, йадгылра гьрылшум загадка  два брата друг с другом не видятся, друг друга любят, но встретиться не могут отгадка   агIвылакI   глаза \n2.   абайа́ура   [встречаться   друг с другом ] \n3.   абайа́ухра   [встречаться   вновь друг с другом ] \n4.   а́дшвалра   [встречаться   с кем ] \n5.   аквшвара́   [встречаться   друг с другом ] \n6.   анйара́   [встречаться   с кем-чем ] \n7.   апшIашвара́   [встречаться   с кем ] ауи аурам апны сипшIашватI я с ним столкнулся на улице \n8.   ашIашвара́   [встречаться   с кем-чем, друг с другом ] амашина акыт ацIыхъва сашIашватI я встретил машину на краю аула йхIымдырдзаква хIашIашватI мы встретились случайно \n9.   гIапшIашвара́   [встречаться   кому ] амгIва апны дгIаспшIашватI он мне встретился на дороге \n10.   нйара́ архъа хIанйатI мы встретились в поле \n11.   тшашIаршвара́   [встречаться   (намеренно)   с кем-чем ]   
молоко	молоко \n1.   анкIы́кIах   [молоко   материнское ] \n2.   уаса́хш   [молоко   овечье ] уасахш ашвы сыр из овечьего молока \n3.   хшы́ хшамс цельное молоко хшалымхс цельное молоко хшас снятое молоко хшрадза процеженное молоко ахш ршы йаблыз ахырчIвы дачвхIвитI посл.  обжёгшийся на горячем молоке дует и на простоквашу \n4.   хырчIвы́   [молоко   квашеное ] хырчIвы ахIвара йцаз акIвпIи йдзахтI посл.  пришёл просить кислое молоко, а чашку свою спрятал   
анкета	анкета \n1.   анке́та   * (заимствовано из русского) анкета йатахъкву ангIвылра заполнить анкету   \nI анкета \n1.   анкета   * (заимствовано из русского) заполнить анкету\nа)  анкета азцIгIараква джьауап рытра\nб)  анкета гIвра   
анкетный	анкетный \n1.   анке́та   * (заимствовано из русского) анкета гIарбараква анкетные данные   \nI анкетный \n1.   анкета   * (заимствовано из русского) анкетные данные анкета гIарбараква анкетный метод сбора сведений анкетала ахабарква азкIкIра   
соревноваться	соревноваться \n1.   а́нкъвакъвра   [соревноваться   с кем ] \n2.   анкъва́къвра   [соревноваться   друг с другом ] \n3.   а́цлыбра \n4.   гIанкъва́къвра   [соревноваться   с кем ]   
соревнование	соревнование \n1.   анкъва́къвра \n2.   а́цлыбра   \nI соревнование \n1.   анкъвакъвра \n2.   ацлыбра соревнование капиталистической и социалистической систем капитализм ргIапсщи социализм ргIапсщи ранкъвакъвра соревнование коллективов анхагIвчва гвыпква ранкъвакъвра   
конкурентный	\nI конкурентный \n1.   конкуренция   * (заимствовано из русского) \n2.   анкъвакъвра конкурентная борьба конкуренция абакIра   
аннексия	\nI аннексия \n1.   аннексия   * (заимствовано из русского) \n2.   гIакIра   (къралькI адгьыл)   
аннотация	аннотация \n1.   аннота́ция   * (заимствовано из русского) акнига аннотация атра написать аннотацию на книгу   
анод	анод \n1.   ано́д   * (заимствовано из русского)   
анонимный	\nI анонимный \n1.   аноним   * (заимствовано из русского) \n2.   зыхьыз цIакIу \n3.   мачвы зцIарышвым анонимное письмо мачвы зцIарышвым письмо   
впрыгивать	впрыгивать \n1.   а́лапара   [впрыгивать   во что, куда ] \n2.   анпа́лра   [впрыгивать   во что ] акIьанджьа анпалра впрыгнуть в лодку \n3.   гIвнапара́   [впрыгивать   (в помещение) ] апещ гIнапара впрыгнуть в комнату   
мачеха	мачеха \n1.   анпса́ ан гъьыгIвгьи анпса длапшпI посл.  ворчливая мать подобна мачехе анпса дызму насып гьйымам посл.  несчастна доля того, у кого мачеха   
ансамбль	ансамбль \n1.   анса́мбль   * (заимствовано из русского) ашви гIахIвра-кIвашари рансамбль ансамбль песни и пляски   
повседневный	повседневный \n1.   ансимшгIа́дза ансимшгIадза хачIвква повседневные заботы   
жимолость	жимолость \n1.   антIыра Lonicera xylosteum L. [жимолость  обыкновенная ] \n2.   джарджын Lonicera L. \n3.   тхIвыча Lonicera caucasica Pall. [жимолость  кавказская ]   
антагонистический	антагонистический \n1.   антагони́зм   * (заимствовано из русского) антагонизм классква антагонистические классы   \nI антагонистический \n1.   антагонист   * (заимствовано из русского) \n2.   антагонизм   * (заимствовано из русского) \n3.   йапшIагылуа \n4.   йагъу антагонистические классы йагъачву аклассква антагонистические противоречия капитализма капитализм аквымшвара апшIагылраква   
сепаратный	\nI сепаратный \n1.   сепарат   * (заимствовано из русского) \n2.   антахьгьыт йырчвыцIакIу сепаратный договор сепарат ангIалра   
антенна	антенна \n1.   анте́нна   * (заимствовано из русского) телевизор антенна телевизионная антенна   
античный	античный \n1.   анти́чна   * (заимствовано из русского) антична бзазаща античный мир   \nI античный \n1.   антична   * (заимствовано из русского) античная философия антична философия античная цивилизация антична цивилизация   
антология	антология \n1.   антоло́гия   * (заимствовано из русского)   
антракт	антракт \n1.   антра́кт   * (заимствовано из русского)   
антрацит	антрацит \n1.   антраци́т   * (заимствовано из русского)   
антрополог	антрополог \n1.   антропо́лог   * (заимствовано из русского)   
антропология	антропология \n1.   антрополо́гия   * (заимствовано из русского)   \nI антропология \n1.   антропология   * (заимствовано из русского)   
антропологический	антропологический \n1.   антрополо́гия   * (заимствовано из русского) антропология музей антропологический музей   \nI антропологический \n1.   антропология   * (заимствовано из русского) антропологический музей антропология музей   
занятость	\nI занятость \n1.   анхара адкIылазлара \n2.   анхара адгылазлара занятость населения угIата анхара йадгылу   
деловитость	деловитость \n1.   ахъвдаквы́щт   \nI деловитость \n1.   ауысква бзита йащтарцара \n2.   анхара азычпазлара \n3.   щарда захъвдаквыщтра \n4.   лшара ду амазлара   
прогульщик	\nI прогульщик \n1.   анхарта йадымгылуа \n2.   анхарта йымцауа \n3.   анхара ахъныкъвалыгIв   
прогул	\nI прогул \n1.   анхарта адымгылра \n2.   анхарта гIамира \n3.   анхарта мцара \n4.   анхара ахъныкъвгIара   
сверхурочный	\nI сверхурочный \n1.   анхара заман йачIыду \n2.   анхара замам йгIацIанамкIуа сверхурочная работа анхара замкам йачIыду нхара   
деловой	\nI деловой \n1.   анхара йазычпу \n2.   анхара йапщылу \n3.   ахъвдаквыщтра зму \n4.   захъвдаквыщтра бзийу \n5.   ауысква бзита йащтазщтиуа \n6.   зылшара дуу деловое письмо уыскI йазынарху швъа деловое руководство ауысква бзита йащтазщтиуа унашвахъцIара деловые качества\nа)  ахъвдаквыщтра злу\nб)  ауыс бзита йыздыруа деловые круги зхъа уысла ахъвдаквыщтра зму агвыпква   
ведомственный	\nI ведомственный \n1.   ведомства   * (заимствовано из русского) \n2.   йызнапIыцIу \n3.   анхарта агIальаматрагIваца зхчауа ведомственное подчинение ведомства напIыцIазлара ведомственные организации аведомства уысхартаква ведомственный подход к делу анхарта агIальаматрагIваца хчарала ауыс адгылра   
тетя	тётя \n1.   абахща́   [тётя   (сестра отца) ] \n2.   а́нхща   [тётя   (сестра матери) ]   
свекровь	свекровь \n1.   а́нхъва   
золовка	золовка \n1.   анхъвпхIа́   
погрузка	погрузка \n1.   анцIара́   
регистрация	регистрация \n1.   накьа́хIгIвра   [регистрация   брака ] \n2.   регистра́ция   * (заимствовано из русского)   \nI регистрация \n1.   регистрация   * (заимствовано из русского) \n2.   гIвра \n3.   анцIара регистрация браков анакьахIква гIвра регистрация депутатов адепутатква гIвра   
жизнеспособный	\nI жизнеспособный \n1.   абзазара йазычпу \n2.   анцIра йазычпу жизнеспособный коллектив абзазара йазычпу нхагIвчва гвып жизнеспособные предприятия анхара-нцIра йазычпу анхартаква   
исконный	\nI исконный \n1.   анцIралагьи \n2.   анцIрагьи исконная земля анцIралагьи (къралькI, угIахъакI) йырчIву адгьыл исконные жители штакI апны анцIралагьи йбзазауа угIа   
пожизненный	\nI пожизненный \n1.   анцIрала \n2.   дъадзабзу \n3.   дпсыхнацIыкIьара пожизненная пенсия анцIрала пенсия   
увековечение	\nI увековечение \n1.   анцIрала йхъмаштылра \n2.   анцIралагьи ахьыз хIвара \n3.   анцIралагьи ахьыз гара \n4.   анцIралагьи чIахI азычпара увековечение памяти героев афырква анцIралагьи йхъмаштылра   
вечный	\nI вечный \n1.   анцIралагьи \n2.   зынгьи йымдзхуаш вечная слава героям афырква зынгьи йымдзхуаш ртшхъвара рымазтI вечное пользование анцIралагьи йгIарысабапра   
вмещаться	вмещаться \n1.   аншва́лра   [вмещаться   (на каком-либо виде транспорта) ] арат зымгIва ауандыр йаншвалуашма? всё это поместится в телегу? \n2.   бжьашвара́   [вмещаться   между   кем-чем ] \n3.   гIаншва́лра   [вмещаться   где ] \n4.   гIвнашвара́   [вмещаться   (в помещении) ] \n5.   ншва́лра   [вмещаться   где ] ауандыр жвамашаквкI аншвалуаштI на возу поместится десять мешков \n6.   ташвара́   [вмещаться   во что ] ухъа зтамшвауа ущапIы таумырщщын посл.  где не помещается голова, туда не суй ног   
мать	мать \n1.   аны́   
материнский	материнский \n1.   аны́ ан бзибара материнская любовь ан напIква материнские руки ан гвыргIвара материнская тревога   
родители	родители \n1.   аны-а́ба   [родители   (букв. мать-отец) ] аны-аба цIынхъвы приёмные родители ани-аби ракъыль рысабичва йырбзахащапI посл.  благополучие детей в разуме [их] родителей   
материнство	\nI материнство \n1.   аныра   
согласительный	\nI согласительный \n1.   аныргIалга \n2.   йанзыргIалуа согласительная комиссия аныргIалга комиссия   
мирить	мирить \n1.   адда́лра   [мирить   друг с другом   кого ] \n2.   адыргы́лхра   [мирить   (поссорившихся и т. п.) ] \n3.   аныргIа́лра   [мирить   кого ] агвлачва аныргIалра примирить соседей \n4.   дда́лхра   [мирить   кого ]   
примирение	примирение \n1.   аныргIа́лра   
оформление	\nI оформление \n1.   нахвра \n2.   ргылра \n3.   адга́лра \n4.   рыхIазырра \n5.   аныргIалра \n6.   йгIвра оформление выставки агIагбарта адгалра оформление на работу анхарта йнахвра   
арбитр	арбитр \n1.   арби́тр   * (заимствовано из русского)   \nI арбитр \n1.   арбитр   * (заимствовано из русского) \n2.   аныргIалыгIв   
арбитраж	арбитраж \n1.   арбитра́ж   * (заимствовано из русского)   \nI арбитраж \n1.   арбитраж   * (заимствовано из русского) \n2.   аныргIалырта   
выкидывать	выкидывать \n1.   анырцра́   [выкидывать   кого-что ] \n2.   гва́ррышвтра   [выкидывать   со двора   что ] \n3.   кIа́жьра   
вешать	вешать \n1.   аны́хIара \nII   [вешать   кого ] \n2.   гIакIы́дцIара   [вешать   (на стену)   что ] альарыбыгIв гIакIыдцIара повесить ковёр \n3.   кIны́хIара   [вешать   что ] ахъылпа ачIвымыгъ йкIныхIара повесить шапку на гвоздь \n4.   кIы́дцIара   [вешать   (на вертикальную поверхность)   что ] \n5.   хъары́швра   [вешать   что на что ] аркъан ацIла къвадама йхъарышвра повесить аркан на сук дерева   
исключать	исключать \n1.   а́лцара   [исключать   (из какой-л. организации, группы)   кого ] \n2.   аны́хра   [исключать   (из списка и т. п.)   кого-что ] \n3.   гIа́лцара   [исключать   (из какой-л. организации)   кого ]   
исключение	исключение \n1.   аны́хра   [исключение   (из списка) ]   
снятие	\nI снятие \n1.   аныхра \n2.   аквхра \n3.   ахъыхра снятие с учета аучет тшаныхра   
выходить	выходить \n1.   абагIазара́   [выходить   друг друга ] \n2.   а́лагIазара   [выходить   кого чем ] ахIвыс ахш йаларыгIзатI теленка выкормили молоком \n3.   ала́гIазара   [выходить   (многих) ] \n4.   а́лцIра   [выходить   (в направлении от говорящего) ] агород алцIра выехать из города акыт алцIра отделиться от аула \n5.   аны́цIра   [выходить   (из какого-л. вида транспорта) ] \n6.   аура́ \n7.   а́цгварцIра   [выходить   вместе    (со двора)   с кем-чем ] \n8.   ацгва́рцIра   [выходить   вместе   (со двора) ] \n9.   а́ццIра   [выходить   из-под чего ] ачкIвын абакъ дыццIт мальчик вышел из-под навеса \n10.   гва́рцIра   [выходить   со двора ] \n11.   гIабаджвы́лдара   [выходить   (из помещения, по направлению к говорящему – о многих) ] \n12.   гIаджвы́лцIра   [выходить   (из помещения – по направлению к говорящему) ] агваны гIаджвылцIра выйти во двор (на улицу) \n13.   гIадзныргы́лра   [выходить   кого ] ахIвысква гIадзныргылра выходить телят \n14.   гIазара́   [выходить   кого ] асаби дыгIазара вырастить ребёнка асыс гIазара вырастить ягнёнка \n15.   гIа́квылра   [выходить   (по направлению к говорящему)   куда ] аурам гIаквылра выйти на улицу \n16.   гIа́лцIра   [выходить   (из леса, зарослей и т. п. – по направлению к говорящему) ] абна гIалцIра выйти из леса ауи анхачва тгIачва дгIарылцIтI он вышел из рабочей семьи \n17.   гIа́лцIхра   [выходить   (из леса, зарослей и т. п. – по направлению к говорящему) ] \n18.   гIаты́цIра   [выходить   (по направлению к говорящему)   откуда ] \n19.   гIаты́цIхра   [выходить   (из углубления – по направлению к говорящему) ] \n20.   гIатшкIара́жьра   [выходить   замуж раньше старшей сестры ] \n21.   гIатшкIары́цIра   [выходить   со двора ] \n22.   гIахънапы́лра   [выходить   из себя ] \n23.   гIа́цIцIра   [выходить   (по направлению к говорящему)   из-под чего ] ажвква абакъ йгIацIцIтI коровы вышли из-под навеса \n24.   гIвны́цIра   [выходить   (из помещения) ] \n25.   джвы́лцIра   [выходить   (из помещения) ] апещ джвылцIра выйти из комнаты \n26.   къвы́цIра   [выходить   (из какой-л. среды) ] \n27.   кIы́лчра   [выходить   (о дыме) ] ауарджьакъ алгIва кIылчитI из трубы идёт дым \n28.   ты́цIра   [выходить   (изнутри, из углубления) ] \n29.   тшкIары́цIра   [выходить   (со двора) ]   
дискредитизация	\nI дискредитизация \n1.   рпудра \n2.   апIатIу наркъвра \n3.   пхахъыхра \n4.   магIны азымбара \n5.   йыквым йыквцIара   
досрочный	\nI досрочный \n1.   апIатла намдзаскIва \n2.   зпIатла намдзас досрочное выполнение плана ахачIвы апIатла намдзаскIва йырхъйара   
пролонгация	\nI пролонгация \n1.   пролонгация   * (заимствовано из русского) \n2.   апIатла нарыскIьара пролонгация договора ангIалра апIатла нарыскIьара   
соединенный	соединенный \n1.   апа́ма \n2.   апщы́ла айхацIа апщылаква соединённые провода айхацIа апщылаква соединённые провода   
водиться	водиться \n1.   а́мазлара   [водиться   (о диких животных)   где ] хIыбна квыджьма амапI в нашем лесу водятся волки \n2.   а́памазлара   [водиться   (о хищных животных) ] араъа квыджьма апамапI здесь водятся волки \n3.   а́памазлара \nII   [водиться   (о хищных животных) ]   
партвзносы	\nI партвзносы  (партийные взносы) \n1.   апартвзносква   * (заимствовано из русского) \n2.   апарталацIараква   * (заимствовано из русского)   
апартеид	\nI апартеид \n1.   апартеид   * (заимствовано из русского)   
беспартийный	\nI беспартийный \n1.   апартия йалам   * (заимствовано из русского) беспартийный актив апартия йалам аджьгарчва   
антипартийный	\nI антипартийный \n1.   апартия йапшIагылуа   * (заимствовано из русского) антипартийная группа апартия йапшIагылуа гвып   
апатия	апатия \n1.   апа́тия   * (заимствовано из русского) \n2.   гвхъгIвара́ \n3.   гвщтIы́мхра   
антипатриотический	\nI антипатриотический \n1.   апатриотра йапшIагылуа   * (заимствовано из русского)   
пережигать	пережигать \n1.   апбы́лгIара   [пережигать   что ] алаба мцала йапбылгIара пережечь палку огнём   
апелляционный	\nI апелляционный \n1.   апелляция   * (заимствовано из русского) \n2.   тхIаусыхара   
апельсинный	апельсинный \n1.   апельси́н   * (заимствовано из русского) апельсин дзы апельсиновый сок   
персы	\nI персы \n1.   аперсква   * (заимствовано из русского)   
прерывать	прерывать \n1.   апкъьара́   [прерывать   кого-что ] сапуымкъьан! не перебивай меня!   
срыв	\nI срыв \n1.   мыгIвхъгара \n2.   апкъьара срыв в выполнении производственного плана архарджьра хачIвы архъйара апкъьара   
апогей	\nI апогей \n1.   апогей   * (заимствовано из русского)   
аполитизм	\nI аполитизм \n1.   аполитизм   * (заимствовано из русского) \n2.   аполитика аламзлара   * (заимствовано из русского) \n3.   аполитика йанымгIалуа   * (заимствовано из русского)   
аполитичность	\nI аполитичность \n1.   аполитика тшачврыхъарара, аламылра   * (заимствовано из русского) \n2.   аполитика анымгIалра   * (заимствовано из русского)   
аполитичный	\nI аполитичный \n1.   аполитика тшачвызрыхъарауа, тшахъназыргауа   * (заимствовано из русского) \n2.   аполитика йанымгIалуа   * (заимствовано из русского)   
поляки	\nI поляки \n1.   аполякква   * (заимствовано из русского)   
португальцы	\nI португальцы \n1.   апортугальква   * (заимствовано из русского)   
аппарат	аппарат \n1.   аппара́т   * (заимствовано из русского) къральыгIва аппарат государственный аппарат телефон аппарат телефонный аппарат   \nI аппарат \n1.   къвырльыкъвхарта \n2.   къвырльыкъвхагIвчва аппарат управления аунашвачпарта акъвырльыкъвхагIвчва   
апрель	апрель \n1.   апре́ль   * (заимствовано из русского)   
апрельский	апрельский \n1.   апре́ль   * (заимствовано из русского) апрель мыш апрельский день   
пролетарий	пролетарий \n1.   пролета́р   * (заимствовано из русского)   \nI пролетарий \n1.   апролетарква   * (заимствовано из русского) Пролетарии всех стран, соединяйтесь! Акъральква зымгIва рпролетарква, швадгы́л!   
протестантство	\nI протестантство \n1.   апротестантква   * (заимствовано из русского)   
антипрофсоюзный	\nI антипрофсоюзный \n1.   апрофсоюз йапшIагылуа   * (заимствовано из русского) \n2.   профсоюз зымуа   * (заимствовано из русского) антипрофсоюзные законы апрофсоюз йапшIагылуа ахабзаква   
натура	натура \n1.   цIа́с   \nI натура \n1.   апсабара \n2.   хIаль-шан \n3.   цIабыргыта адуней йыкву \n4.   ахIапчыпква, афачIвква ахча атарала хвыта йантихауа платить натурой ахв хIапчыпла, фачIвыла йтира   
